X,Y,status_id,user_name,localization,place,tweet,time
110.36416,-7.75819,"1334446673356091393",GoIndra,,"Mlati, Indonesia, Indonesia","Beda waktu beda cerita
Tiap cerita meninggalkan kesan yang berarti untuk kita @ Cemoro Sewu, Tawangmangu Jawa Tengah https://t.co/m0iuKZYn0Z",2020/12/03 10:37:34
110.36144257,-7.72085787,"1334447326170140672",JackyLatuhihin,,"Sleman, Indonesia, Indonesia","Wkwkwkwkw.... Before and After 🤪🤣😎
Biasa Emang mek gtuan Tok lek aq
Ttp Pede aja basio mek Celana Pendek
Kaos Oblong , Sandal Jepitan 😎👍

Seng Penting Ga Nyolong..🤗 @ Sleman City Hall https://t.co/RCL2VAbWJG",2020/12/03 10:40:10
110.38056633,-7.75736781,"1334447628415885318",anggimhrniptri,"Yogyakarta, Indonesia.","Depok, Indonesia, Indonesia","Kemana gitu ya, yang jauh. @ Jakal, Yogyakarta https://t.co/3Viwb5o83R",2020/12/03 10:41:22
110.42186081,-7.78121869,"1334448431713181696",henricusyp,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",Baru saja mengirim foto @ CV. LIGHTGROUP INDONESIA https://t.co/JHlxXGoZS4,2020/12/03 10:44:33
110.4459683,-7.7600667,"1334450111720677378",sufimurti,"-7.756818,110.406271","Kalasan, Indonesia, Indonesia",#saotobathok @ Sambisari Purwomartani Kalasan Sleman Yogyakarta https://t.co/5bPf7YrBAR,2020/12/03 10:51:14
110.3122991,-7.7220833,"1334452766547337217",Dha_Yudha78,"Kasuran X, Seyegan, Sleman, YK","Seyegan, Indonesia, Indonesia",🤘 @ Spd 78 Store Production Since 2013 https://t.co/y7QLMJD8CI,2020/12/03 11:01:47
110.433,-7.76667,"1334459173308870656",aku_mommy,Denpasar Selatan ,"Depok, Indonesia, Indonesia","Jaga egomu, 
jaga hatimu, 
jaga jiwa dan ragamu
tanpa harus mengorbankan perasaan orang lain. 
#kutipanseorangibu @ Maguwo, Yogyakarta, Indonesia https://t.co/KXgcJllsI5",2020/12/03 11:27:14
110.36144257,-7.72085787,"1334466931974434816",JackyLatuhihin,,"Sleman, Indonesia, Indonesia",🤣🤣😂😂😂😜😜🤦🏽🤦🏽🤦🏽🤗🤗 @ Sleman City Hall https://t.co/j8OD5diJPJ,2020/12/03 11:58:04
110.3774929,-7.77137607,"1334471578852081666",UGMYogyakarta,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",Keputusan Pembukaan Sekolah Harus Melibatkan Epidemiolog https://t.co/EhEh6A0NrX https://t.co/tU3XJf1qZc,2020/12/03 12:16:32
110.4459683,-7.7600667,"1334476570988335112",sufimurti,"-7.756818,110.406271","Kalasan, Indonesia, Indonesia","Traktor membajak. 
#traktorsawah @ Sambisari Purwomartani Kalasan Sleman Yogyakarta https://t.co/zGAAr1AOtZ",2020/12/03 12:36:22
110.40293319,-7.78277363,"1334477023184556033",Fajar_gegana,indonesia,"Depok, Indonesia, Indonesia","Semoga ekonomi Indonesia semakin membaik, Bank Indonesia sangat berkontribusi dalam pemulihan ekonomi nasional
#bankindonesia
#bankbpddiy
#daerahistimewayogyakarta @ Royal Ambarrukmo Yogyakarta https://t.co/yyi461aJoH",2020/12/03 12:38:10
110.33045,-7.793905,"1334480856610721796",rumah_dijualyk,"Yogyakarta, Indonesia","Gamping, Indonesia, Indonesia",Baru saja mengirim foto @ UMY https://t.co/20fvWayYTu,2020/12/03 12:53:24
110.46160896,-7.78571427,"1334492919579996160",surga_pewangi,Yogyakarta,"Berbah, Indonesia, Indonesia",Baru saja mengirim foto @ Surga Pewangi Laundry https://t.co/iWvYH60akK,2020/12/03 13:41:20
110.46160896,-7.78571427,"1334493516970528768",surga_pewangi,Yogyakarta,"Berbah, Indonesia, Indonesia",Baru saja mengirim foto @ Surga Pewangi Laundry https://t.co/BwVER6tavK,2020/12/03 13:43:42
110.28312845,-7.80975406,"1334496069556834312",handarinicinta,Yogyakarta,"Sedayu, Indonesia, Indonesia","Baru saja mengirim video @ Jln. Wates KM 9,5 https://t.co/82aIm4TSO2",2020/12/03 13:53:51
110.4570567,-7.6509376,"1334511231512817670",Litaa_MS,Cibubur,"Cangkringan, Indonesia, Indonesia",Welcome to my life heiii... You My Future 😉😁 @ Tour Merapi Jogja https://t.co/OJwTkj380H,2020/12/03 14:54:06
110.43729454,-7.78302727,"1334512029630074881",OfRamadhani,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",Just posted a photo @ Infinity Sky Bar Platinum Jogja https://t.co/ysTtr0j7pn,2020/12/03 14:57:16
110.4476654,-7.58311205,"1334525521011544067",Litaa_MS,Cibubur,"Cangkringan, Indonesia, Indonesia","Yuukkk naik perahu bareng 😁

#shortvacation 
#expressvacation 
#merapiadventure 
#cousins 
#28112020 
#latepost✌ @ Merapi Adventure https://t.co/hOFK0bghAS",2020/12/03 15:50:53
110.39180972,-7.75794677,"1334528653640646657",fanto_bangbro,,"Depok, Indonesia, Indonesia","Gpp,
ga semuanya harus berjalan dengan lancar. @ STBA LIA Yogyakarta https://t.co/bOgnuOtQoP",2020/12/03 16:03:20
110.43729454,-7.78302727,"1334529491775971328",OfRamadhani,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia","#bts好きな人と繋がりたい 
#candid📷 @sbk.photoprojrct #bts #btsedits #touchoframadhani #platinum #platinumhotel #jogjakartaistimewa #jogjaistimewa #airport #adisucipto #adisuciptoairport #skybar #poollounge #lovemberain https://t.co/8IbkiTf6HN",2020/12/03 16:06:39
110.40804767,-7.71931418,"1334535499780853761",gandunglike,"SLEMAN, YOGYAKARTA","Ngaglik, Indonesia, Indonesia",Fix @ Warung Sop Dan Sate Sapi Pak Bayu https://t.co/2jzQRsYcio,2020/12/03 16:30:32
110.3962211,-7.7721392,"1334548893091176451",MissRiana_com,,"Depok, Indonesia, Indonesia",Baru saja mengirim foto @ Gua Maria Tritis https://t.co/eTdRnqdKuI,2020/12/03 17:23:45
110.36205932,-7.75940649,"1334550935264251905",dutekkk,"Medan,North Sumatera,Indonesia","Mlati, Indonesia, Indonesia",I'm at Crystal Lotus Hotel in Yogyakarta https://t.co/b5ocYG2Reb,2020/12/03 17:31:52
110.41025714,-7.77135377,"1334557563506069509",muzakki_rafly,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia","Masih bersama birunya cinta 💙
Geresky 😎🤙👍 @ Merapi Merbabu Hotel Yogyakarta https://t.co/q7mtf95aZY",2020/12/03 17:58:12
110.39133579,-7.76347237,"1334593613397979142",KedaiWirausaha,Yogyakarta,"Depok, Indonesia, Indonesia",Baru saja mengirim foto @ Kedai Wirausaha https://t.co/LM6wzJvUzZ,2020/12/03 20:21:27
110.4205532,-7.76607864,"1334617837608992770",riezma_carey,Jogja,"Depok, Indonesia, Indonesia",Baru saja mengirim foto @ Pugeran Maguwoharjo Jogjakarta https://t.co/ZHuTWo3zJk,2020/12/03 21:57:43
110.337606,-7.6842918,"1334621382286528512",kombor_,"ÜT: -6.279451,106.807022","Sleman, Indonesia, Indonesia",Just posted a photo @ Jetis Caturharjo Sleman https://t.co/Kqi6EAJMpE,2020/12/03 22:11:48
110.3375947,-7.68425,"1334637778458595331",kombor_,"ÜT: -6.279451,106.807022","Sleman, Indonesia, Indonesia",Just posted a photo @ Hadeeqa Kebun Sayur https://t.co/2jfa0UPBWD,2020/12/03 23:16:57
110.3552,-7.7434,"1334648356921094148",alvinadam,"ÜT: -6.306642,106.699765","Mlati, Indonesia, Indonesia",Just posted a video @ TVRI Nasional https://t.co/RfltPv98yC,2020/12/03 23:58:59
110.4459683,-7.7600667,"1334651395841077250",sufimurti,"-7.756818,110.406271","Kalasan, Indonesia, Indonesia",Sebentar melihat sejarah. #candisambisari @ Sambisari Purwomartani Kalasan Sleman Yogyakarta https://t.co/GTvGAI9RRX,2020/12/04 00:11:04
110.3375947,-7.68425,"1334656397607202816",kombor_,"ÜT: -6.279451,106.807022","Sleman, Indonesia, Indonesia",Just posted a photo @ Hadeeqa Kebun Sayur https://t.co/hdysXkwMSt,2020/12/04 00:30:56
110.33601511,-7.76723503,"1334666614600568834",detik_wicaksono,Jogjakarta,"Gamping, Indonesia, Indonesia",Just posted a photo @ Grha Padmasanatees https://t.co/F8m1r8t1Rq,2020/12/04 01:11:32
110.39126136,-7.74243721,"1334666718673821700",mogitscj,"Franklin, WI","Ngaglik, Indonesia, Indonesia","Robohkan bangunan ketakutan dan berani menghadapinya. Dalam kebersamaan dg sesama, kita bisa menghadapinya. @ Skolastikat SCJ https://t.co/Ter5vMRbPt",2020/12/04 01:11:57
110.42289752,-7.75519234,"1334670578175909889",cewekngefriends,yogyakarta,"Depok, Indonesia, Indonesia",Baru saja mengirim foto @ Magnet Jogja Neodymium https://t.co/dzrsAGzvKW,2020/12/04 01:27:17
110.4459683,-7.7600667,"1334675606554939392",sufimurti,"-7.756818,110.406271","Kalasan, Indonesia, Indonesia","Sejarah bisu, jejak leluhur Jawa dalam sebuah tempaan keyakinan Siwaisme. #candisambisari @ Sambisari Purwomartani Kalasan Sleman Yogyakarta https://t.co/lQBjejGA13",2020/12/04 01:47:16
110.4459683,-7.7600667,"1334678311860129792",sufimurti,"-7.756818,110.406271","Kalasan, Indonesia, Indonesia","Menerawang jauh ke belakang. Mencoba menangkap semangat spiritualitas leluhur melalui napak tilas peradaban yang ditinggalkan. 
#candisambisari @ Sambisari Purwomartani Kalasan Sleman Yogyakarta https://t.co/6hd1R5IV0q",2020/12/04 01:58:01
110.42054118,-7.75229674,"1334684629371133953",yusufefendi,,"Depok, Indonesia, Indonesia",Just posted a photo @ Yogyakarta https://t.co/T9ePwAYMeM,2020/12/04 02:23:07
110.2371191,-7.8065914,"1334705856743694336",sabilfadhillah,"Cirebon, Indonesia","Moyudan, Indonesia, Indonesia","Nak iwak nak iku iwak. Kuh iwake wuakeh.

#SabilTea @ Gamplong Studio Alam Sleman https://t.co/JIt21pWejO",2020/12/04 03:47:28
110.40901516,-7.75979294,"1334707150862442502",komiksinggenah,,"Depok, Indonesia, Indonesia","Latest ni ngulik2 texture.

Lebih lengkap di @kin9.pin . Enjoy @ MSV Pictures https://t.co/D58dWM1fjB",2020/12/04 03:52:37
110.39899748,-7.75457265,"1334713403793952769",jebuxsoifon,Sleman yogjakarta,"Depok, Indonesia, Indonesia",Baru saja mengirim video @ Condong Catur https://t.co/VwVIGHrWQ8,2020/12/04 04:17:27
110.36144257,-7.72085787,"1334716427530539009",rumah_dijualyk,"Yogyakarta, Indonesia","Sleman, Indonesia, Indonesia",Baru saja mengirim foto @ Sleman City Hall https://t.co/QeSb8mieYu,2020/12/04 04:29:28
110.4035072,-7.75779468,"1334721100668755968",ayiebhasketibz,Jakarta,"Depok, Indonesia, Indonesia","Just posted a photo @ Rumah Sakit ""JIH"" https://t.co/4VzbZsvNYC",2020/12/04 04:48:02
110.40111111,-7.78194444,"1335526059069104134",rumah_dijualyk,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",Baru saja mengirim foto @ Plaza Ambarrukmo https://t.co/Fc7lr3PVfR,2020/12/06 10:06:40
110.40038019,-7.77760273,"1335530101207949312",clinickamera,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia","-
Still Available :
Nikon J5 kit 10-30mm VR 
-
Semua fungsi normal
Untuk detail info bisa chat Whatsapp 087741114441
-
#clinickamera @ Clinic Kamera dan Lensa https://t.co/UPv0GuEX5R",2020/12/06 10:22:43
110.38913723,-7.77445852,"1335536963764498432",OfRamadhani,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",#touchoframadhani💋❤👠👗 #pourlesfamilles #pourlesfemmes #pourlanniversaire @catharinazeva #pourlesjeuness #pourleprintemps #printempsété2021 @ The Manohara Hotel Yogyakarta https://t.co/jgcwigUZ0G,2020/12/06 10:49:59
110.39478242,-7.78286727,"1335539440203288576",BalaiP2PJawa3,Semarang,"Depok, Indonesia, Indonesia",Just posted a photo @ Balai Pelaksana Penyediaan Perumahan Jawa III https://t.co/N3mqzz4fLb,2020/12/06 10:59:50
110.314064,-7.820911,"1335541039432687623",BayoeBadra,Gamping Yogyakarta,"Gamping, Indonesia, Indonesia","Kamulyaning urip iku ora dumunung ing bandha donya drajat lan pangkat, nanging dumunung ing katentreman ati

#sabar
#bersyukur
#semangat @ Bukit Kanigoro https://t.co/LbhvoDTDgd",2020/12/06 11:06:11
110.43627804,-7.66838066,"1335544901572960256",ahmadmhabibi,"ÜT: -7.6742673,110.4277877","Cangkringan, Indonesia, Indonesia","Baru saja mengirim foto @ Glagahwero,wukirsari,cangkringan https://t.co/3Ew1cXLI31",2020/12/06 11:21:32
110.34322167,-7.778075,"1335550795069140992",yuli_maseko,,"Gamping, Indonesia, Indonesia",masing-masing memiliki perhentianNya @ Pantai Selatan Jogjakarta https://t.co/ewyQDrqnyx,2020/12/06 11:44:57
110.34185171,-7.73455111,"1335551250155364353",DidikSoekotjo,,"Mlati, Indonesia, Indonesia","#shopeeid #goldennektar #kolibrininja #kolibrininjaindonesia @ D&amp;D Petstore https://t.co/2ZvG6PWHvu",2020/12/06 11:46:46
110.467812,-7.718578,"1335551257008861185",ihsansigit,Nusantara Indonesia ❤,"Kalasan, Indonesia, Indonesia",Baru saja mengirim foto @ Monumen Perjuangan Plataran Kalasan Jogja https://t.co/1IFXzRf8zL,2020/12/06 11:46:47
110.32262,-7.79584,"1335553826506625024",rioandrian80,"Kota Yogyakarta, indonesia","Gamping, Indonesia, Indonesia","Alhamdulillah 🙏🙏 @ Gamping, Yogyakarta, Indonesia https://t.co/oMaBGtPiXO",2020/12/06 11:57:00
110.3774929,-7.77137607,"1335557110206099457",UGMYogyakarta,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",Sinergi #UGM dan KAGAMA Selenggarakan Malam Alumni 2020 https://t.co/s4wDrHYq9H https://t.co/XaOWuQ0gFd,2020/12/06 12:10:03
110.45416919,-7.76060027,"1335559123287617537",sherlitak_,"Yogyakarta, Indonesia","Kalasan, Indonesia, Indonesia",Baru saja mengirim foto @ Ratu Boko Temple https://t.co/eRrh7M6y5f,2020/12/06 12:18:03
110.323517,-7.647066,"1335592218556575744",akhmad_adi,Yogyakarta,"Tempel, Indonesia, Indonesia",#35mm @ Nanggulan Kulonprogo https://t.co/h5JlascWyV,2020/12/06 14:29:33
110.3596864,-7.72849844,"1335596001386786818",nanik_minizoo,جوكجاكرتا اندونيسيا,"Mlati, Indonesia, Indonesia",Baru saja mengirim foto @ Jogja Exotarium https://t.co/prjxdtJAYH,2020/12/06 14:44:35
110.33944,-7.68263,"1335608639206387712",Widhikirana,"20,4 km from Mount Merapi peak","Sleman, Indonesia, Indonesia",Mari kita.. @ Sleman https://t.co/A3O8YKh57R,2020/12/06 15:34:48
110.43729454,-7.78302727,"1335613858334076940",OfRamadhani,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",#platinumhotel #touchoframadhani💋❤👠👗 #bestmuse @caca_micaaa #bestphotography @platinumadisucipto #touchoframadhani💋❤👠👗 #printempsété2021 @ Infinity Sky Bar Platinum Jogja https://t.co/sdn938tSr8,2020/12/06 15:55:32
110.28453358,-7.77463184,"1335614203877617665",jasaangkut_fich,Yogyakarta,"Godean, Indonesia, Indonesia","Baru saja mengirim foto @ Godean,sleman Yogyakarta https://t.co/5FeWhBwoL1",2020/12/06 15:56:55
110.40416667,-7.75583333,"1335616796083228675",jasaangkut_fich,Yogyakarta,"Depok, Indonesia, Indonesia","Baru saja mengirim foto @ Condongcatur, Depok, Sleman https://t.co/7zS88i552Z",2020/12/06 16:07:13
110.44929621,-7.73664935,"1335617151265361922",jasaangkut_fich,Yogyakarta,"Kalasan, Indonesia, Indonesia",Baru saja mengirim foto @ Sambiroto Purwomartani  Kalasan https://t.co/mmGZu0mP0G,2020/12/06 16:08:38
110.46841241,-7.70719152,"1335635062096867329",Al_vvb,Klaten,"Ngemplak, Indonesia, Indonesia",Indah sekali ciptaanmu tuhan 🙏🤲 @ Kaliadem Merapi Yogyakarta https://t.co/cn6SWsbw16,2020/12/06 17:19:48
110.40111111,-7.78194444,"1335641262439845888",iksansubekti1,,"Depok, Indonesia, Indonesia",Baru saja mengirim foto @ Plaza Ambarrukmo https://t.co/GguPo68ttH,2020/12/06 17:44:26
110.38273,-7.7773466,"1335654394344448000",Afif_hilman,"Sleman, Indonesia","Depok, Indonesia, Indonesia","Wayangan sedurung UAS (@ Kopi Soe Colombo in Kecamatan Depok, Daerah Istimewa Yogyakarta) https://t.co/xG15poaSLX https://t.co/cbOXwqdgtu",2020/12/06 18:36:37
110.43729454,-7.78302727,"1335671054690291719",OfRamadhani,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia","#goodmorningvibes #goodmorningfriends 
#goodmorning☀️ #goodmorningpost #morningpost #morningblessings @ Infinity Sky Bar Platinum Jogja https://t.co/61WvFdGjpJ",2020/12/06 19:42:49
110.4079316,-7.7591594,"1335685020468596741",lutfisland,yogyakarta,"Depok, Indonesia, Indonesia",Just posted a photo @ Candi Plaosan Yogyakarta https://t.co/P7p8yXvsqz,2020/12/06 20:38:19
110.37816551,-7.73433196,"1335706614611898368",OkkySatriyo,"ÜT: -6.2198675,106.64186","Ngaglik, Indonesia, Indonesia",Baru saja mengirim video @ Tamansari Amarta Apartemen https://t.co/uLVQl9omHE,2020/12/06 22:04:07
110.3375947,-7.68425,"1335727003262201863",kombor_,"ÜT: -6.279451,106.807022","Sleman, Indonesia, Indonesia",Just posted a photo @ Hadeeqa Kebun Sayur https://t.co/ElBO7WO4VJ,2020/12/06 23:25:08
110.43399051,-7.7548404,"1335730659168452609",harydarussalam,Sleman Yogyakarta,"Depok, Indonesia, Indonesia",Baru saja mengirim video @ Jalan Raya Tajem No.33 https://t.co/cFwqxL81ZE,2020/12/06 23:39:40
110.42186081,-7.78121869,"1335733307905085442",henricusyp,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia",Baru saja mengirim foto @ CV. LIGHTGROUP INDONESIA https://t.co/Ji7ij6PapV,2020/12/06 23:50:11
110.4286293,-7.7824664,"1335737854459138050",QueenXiaoshin,Palembang-Jakarta-Jogja,"Depok, Indonesia, Indonesia",#xpojogja https://t.co/EhBQa1PtJT,2020/12/07 00:08:15
110.42715089,-7.73288991,"1335750097255211009",FauziiSurya,SLEMAN - YOGYAKARTA,"Ngemplak, Indonesia, Indonesia",Kaktus @ Wedomartani https://t.co/B4ekE83u3n,2020/12/07 00:56:54
110.39126136,-7.74243721,"1335754252568981504",mogitscj,"Franklin, WI","Ngaglik, Indonesia, Indonesia","Teknologi semestinya menjadi alat untuk kepentingan manusia, bukan sebaliknya, kepentingan manusia diperalat demi teknologi. 

fratellitutti #popefrancis #scjpriest #scjindonesia #scj #dehonian @ Skolastikat SCJ https://t.co/QQ2hxp5Jb2",2020/12/07 01:13:25
110.42148268,-7.67039034,"1335757219640586242",n1n4moy,,"Pakem, Indonesia, Indonesia",Just posted a photo @ Kopi Klotok Yogyakarta https://t.co/XVlfoLzkUP,2020/12/07 01:25:12
110.3596864,-7.72849844,"1335760557371232257",nanik_minizoo,جوكجاكرتا اندونيسيا,"Mlati, Indonesia, Indonesia",Baru saja mengirim foto @ Jogja Exotarium https://t.co/NSJLk1QFhk,2020/12/07 01:38:28
110.37120581,-7.75617447,"1335765902038622208",Surclas,"Yogyakarta, Indonesia","Mlati, Indonesia, Indonesia",Just posted a photo @ Surclas Indonesia https://t.co/qjzBpOBMJv,2020/12/07 01:59:43
110.3882295,-7.7776133,"1335778083828281344",salsabildariin,"Yogyakarta, Indonesia","Depok, Indonesia, Indonesia","rumput rektorat lebih hijau dari rumput tetangga🌿 

🔭 : @anadiaeska @ Universitas Negeri Yogyakarta https://t.co/T6aJPAeOAR",2020/12/07 02:48:07
110.42054118,-7.75229674,"1335783631751696386",Nusantara_tours,Central Java & Yogyakarta,"Depok, Indonesia, Indonesia",Baru saja mengirim foto @ Yogyakarta https://t.co/vnENABJung,2020/12/07 03:10:10
110.37120581,-7.75617447,"1335789176516726784",Surclas,"Yogyakarta, Indonesia","Mlati, Indonesia, Indonesia",Just posted a photo @ Surclas Indonesia https://t.co/sbUgHQdWbS,2020/12/07 03:32:12
110.4366263,-7.70747285,"1335791078872510464",jendelakoe,"Bogor, Jawa Barat","Ngaglik, Indonesia, Indonesia","OLAHRAGA: Mumpung angin sepoi, tak terlalu beliung, olahraga yang kerap mengharumkan Indonesia dulu ya... bahagia bersama istri tersayang biar awet sehat, pangestune nggih lurrr, bro n sis. https://t.co/OCVstOYW8t",2020/12/07 03:39:45
